contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,volume_nonzero,oi_ov,bas,ticker,expiry
AVGO260320C00500000,2026-01-09 20:37:32+00:00,500.0,1.69,1.64,1.7,0.3900001,30.00001,93.0,2405,0.5069629382324219,False,REGULAR,USD,93.0,25.86021505376344,0.06000000000000005,AVGO,2026-03-20
AVGO260320C00600000,2026-01-09 18:22:22+00:00,600.0,0.31,0.27,0.36,0.030000001,10.714286,87.0,774,0.5410202148437502,False,REGULAR,USD,87.0,8.89655172413793,0.08999999999999997,AVGO,2026-03-20
BAC260320C00057500,2026-01-09 20:59:26+00:00,57.5,1.5,1.53,1.61,-0.39,-20.63492,903.0,40470,0.24024197265624997,False,REGULAR,USD,903.0,44.817275747508305,0.08000000000000007,BAC,2026-03-20
BAC260320C00060000,2026-01-09 20:38:52+00:00,60.0,0.8,0.76,0.8,-0.18,-18.367348,516.0,18277,0.23120885986328127,False,REGULAR,USD,516.0,35.42054263565891,0.040000000000000036,BAC,2026-03-20
BAC260320C00062500,2026-01-09 20:17:53+00:00,62.5,0.37,0.34,0.38,-0.049999982,-11.904758,64.0,2741,0.2304764453125,False,REGULAR,USD,64.0,42.828125,0.03999999999999998,BAC,2026-03-20
BCS260320C00028000,2026-01-09 17:30:56+00:00,28.0,0.65,0.55,0.65,0.0,0.0,113.0,1198,0.31201859863281245,False,REGULAR,USD,113.0,10.601769911504425,0.09999999999999998,BCS,2026-03-20
CCL260320C00033000,2026-01-09 20:58:39+00:00,33.0,1.9,1.87,1.94,0.23000002,13.772456,169.0,2057,0.4194393994140625,False,REGULAR,USD,169.0,12.171597633136095,0.06999999999999984,CCL,2026-03-20
CGNX260220C00045000,2026-01-09 20:59:54+00:00,45.0,0.85,0.85,0.95,0.14000005,19.718317,80.0,1584,0.5400436621093752,False,REGULAR,USD,80.0,19.8,0.09999999999999998,CGNX,2026-02-20
CIFR260320C00018000,2026-01-09 20:49:49+00:00,18.0,2.47,2.46,2.54,0.00999999,0.40650368,552.0,7126,1.0620164086914063,False,REGULAR,USD,552.0,12.909420289855072,0.08000000000000007,CIFR,2026-03-20
CIFR260320C00020000,2026-01-09 20:50:49+00:00,20.0,1.9,1.82,1.92,0.100000024,5.5555573,1400.0,15994,1.052739111328125,False,REGULAR,USD,1400.0,11.424285714285714,0.09999999999999987,CIFR,2026-03-20
CIFR260320C00022000,2026-01-09 20:37:37+00:00,22.0,1.39,1.37,1.46,-0.00999999,-0.7142851,527.0,4681,1.0546922265625,False,REGULAR,USD,527.0,8.882352941176471,0.08999999999999986,CIFR,2026-03-20
CIFR260320C00024000,2026-01-09 20:39:50+00:00,24.0,1.08,1.03,1.12,-0.16999996,-13.599997,258.0,1774,1.05859845703125,False,REGULAR,USD,258.0,6.875968992248062,0.09000000000000008,CIFR,2026-03-20
CIFR260320C00025000,2026-01-09 20:39:54+00:00,25.0,0.95,0.94,0.98,0.0,0.0,809.0,13323,1.0698288696289064,False,REGULAR,USD,809.0,16.46847960444994,0.040000000000000036,CIFR,2026-03-20
CIFR260320C00026000,2026-01-09 19:35:47+00:00,26.0,0.84,0.8,0.87,0.06999999,9.090909,136.0,2556,1.0693405908203126,False,REGULAR,USD,136.0,18.794117647058822,0.06999999999999995,CIFR,2026-03-20
CLF260320C00018000,2026-01-09 19:30:33+00:00,18.0,0.31,0.26,0.35,0.09,40.909092,103.0,3695,0.711916943359375,False,REGULAR,USD,103.0,35.87378640776699,0.08999999999999997,CLF,2026-03-20
CLF260320C00020000,2026-01-09 17:36:06+00:00,20.0,0.21,0.11,0.21,0.059999987,39.99999,152.0,5239,0.71679970703125,False,REGULAR,USD,152.0,34.4671052631579,0.09999999999999999,CLF,2026-03-20
CNQ260320C00032500,2026-01-09 20:43:14+00:00,32.5,1.35,1.35,1.45,0.14999998,12.499998,421.0,3679,0.2971261694335937,False,REGULAR,USD,421.0,8.738717339667458,0.09999999999999987,CNQ,2026-03-20
CVX260320C00175000,2026-01-09 20:59:38+00:00,175.0,1.92,1.85,1.95,0.26999998,16.363636,1421.0,13796,0.22229781616210934,False,REGULAR,USD,1421.0,9.708655876143562,0.09999999999999987,CVX,2026-03-20
CVX260320C00190000,2026-01-09 20:58:15+00:00,190.0,0.58,0.57,0.65,0.0,0.0,179.0,1510,0.2555006091308594,False,REGULAR,USD,179.0,8.435754189944134,0.08000000000000007,CVX,2026-03-20
CVX260320C00200000,2026-01-09 20:41:52+00:00,200.0,0.4,0.31,0.4,0.03999999,11.111108,64.0,546,0.2854075366210937,False,REGULAR,USD,64.0,8.53125,0.09000000000000002,CVX,2026-03-20
CX260220C00013000,2026-01-09 20:52:07+00:00,13.0,0.42,0.4,0.45,0.03999999,10.526314,623.0,8937,0.418951123046875,False,REGULAR,USD,623.0,14.34510433386838,0.04999999999999999,CX,2026-02-20
DAL260320C00085000,2026-01-09 20:45:43+00:00,85.0,1.11,1.07,1.17,0.08000004,7.766995,136.0,1570,0.38843385009765624,False,REGULAR,USD,136.0,11.544117647058824,0.09999999999999987,DAL,2026-03-20
DVN260320C00040000,2026-01-09 20:36:41+00:00,40.0,0.7,0.64,0.7,-0.110000014,-13.580249,175.0,8173,0.33789724609375,False,REGULAR,USD,175.0,46.70285714285714,0.05999999999999994,DVN,2026-03-20
EOSE260320C00016000,2026-01-09 20:57:35+00:00,16.0,2.59,2.54,2.62,0.68999994,36.31579,425.0,5014,1.0966842041015625,False,REGULAR,USD,425.0,11.797647058823529,0.08000000000000007,EOSE,2026-03-20
EOSE260320C00017000,2026-01-09 20:56:47+00:00,17.0,2.24,2.2,2.3,0.58000004,34.939762,206.0,2635,1.1025435498046878,False,REGULAR,USD,206.0,12.79126213592233,0.09999999999999964,EOSE,2026-03-20
EOSE260320C00020000,2026-01-09 20:51:50+00:00,20.0,1.52,1.45,1.54,0.52,52.0,1179.0,12861,1.1162153564453123,False,REGULAR,USD,1179.0,10.908396946564885,0.09000000000000008,EOSE,2026-03-20
EPD260320C00034000,2026-01-09 18:13:02+00:00,34.0,0.1,0.09,0.11,0.020000003,25.000006,255.0,8273,0.1211025390625,False,REGULAR,USD,255.0,32.44313725490196,0.020000000000000004,EPD,2026-03-20
EPD260320C00035000,2026-01-02 17:36:07+00:00,35.0,0.03,0.03,0.08,0.0,0.0,50.0,2024,0.147469462890625,False,REGULAR,USD,50.0,40.48,0.05,EPD,2026-03-20
EXK260220C00010000,2026-01-09 20:45:54+00:00,10.0,1.57,1.55,1.65,0.4100001,35.344837,3060.0,16373,0.9335944140625,True,REGULAR,USD,3060.0,5.3506535947712415,0.09999999999999987,EXK,2026-02-20
EXK260220C00012500,2026-01-09 20:52:02+00:00,12.5,0.68,0.65,0.7,0.15000004,28.301895,1399.0,16342,0.937500625,False,REGULAR,USD,1399.0,11.68120085775554,0.04999999999999993,EXK,2026-02-20
EXK260220C00015000,2026-01-09 20:58:32+00:00,15.0,0.32,0.3,0.35,0.099999994,45.454544,420.0,3877,1.0078174609375,False,REGULAR,USD,420.0,9.230952380952381,0.04999999999999999,EXK,2026-02-20
F260320C00014850,2026-01-09 19:30:04+00:00,14.85,0.47,0.47,0.49,-0.119999975,-20.33898,1654.0,21459,0.3086006640625,False,REGULAR,USD,1654.0,12.974002418379685,0.020000000000000018,F,2026-03-20
F260320C00016000,2026-01-09 20:59:13+00:00,16.0,0.22,0.19,0.21,-0.019999996,-8.333332,1095.0,6206,0.31250687499999996,False,REGULAR,USD,1095.0,5.667579908675799,0.01999999999999999,F,2026-03-20
F260320C00017000,2026-01-09 20:44:59+00:00,17.0,0.09,0.1,0.11,-0.049999997,-35.714283,170.0,2423,0.331061376953125,False,REGULAR,USD,170.0,14.25294117647059,0.009999999999999995,F,2026-03-20
FCX260320C00070000,2026-01-09 20:51:41+00:00,70.0,0.73,0.73,0.8,0.20000005,37.735863,336.0,5536,0.44385321777343745,False,REGULAR,USD,336.0,16.476190476190474,0.07000000000000006,FCX,2026-03-20
GM260320C00090000,2026-01-09 20:55:59+00:00,90.0,2.35,2.31,2.37,-0.85000014,-26.562504,84.0,1094,0.3479069116210937,False,REGULAR,USD,84.0,13.023809523809524,0.06000000000000005,GM,2026-03-20
GOOG260320C00400000,2026-01-09 20:23:50+00:00,400.0,2.66,2.53,2.6,0.16000009,6.4000034,234.0,1380,0.3521182952880859,False,REGULAR,USD,234.0,5.897435897435898,0.07000000000000028,GOOG,2026-03-20
GOOG260320C00410000,2026-01-09 20:17:53+00:00,410.0,1.93,1.82,1.88,0.059999943,3.208553,88.0,3268,0.35352208984374994,False,REGULAR,USD,88.0,37.13636363636363,0.05999999999999983,GOOG,2026-03-20
GOOGL260320C00540000,2026-01-09 20:52:32+00:00,540.0,0.06,0.03,0.08,0.02,50.0,91.0,802,0.42578699218750005,False,REGULAR,USD,91.0,8.813186813186814,0.05,GOOGL,2026-03-20
HAL260320C00032000,2026-01-09 20:52:57+00:00,32.0,2.4,2.36,2.44,0.20000005,9.090911,98.0,3745,0.37964487548828124,True,REGULAR,USD,98.0,38.214285714285715,0.08000000000000007,HAL,2026-03-20
HAL260320C00034000,2026-01-09 20:19:03+00:00,34.0,1.46,1.43,1.51,0.060000062,4.285719,138.0,1561,0.37085590087890624,False,REGULAR,USD,138.0,11.31159420289855,0.08000000000000007,HAL,2026-03-20
HAL260320C00035000,2026-01-09 20:57:53+00:00,35.0,1.12,1.08,1.15,0.07000005,6.666672,464.0,6875,0.36597313720703123,False,REGULAR,USD,464.0,14.816810344827585,0.06999999999999984,HAL,2026-03-20
HL260320C00024000,2026-01-09 20:42:46+00:00,24.0,2.78,2.73,2.81,0.87,45.54974,102.0,1717,0.8784191845703124,False,REGULAR,USD,102.0,16.833333333333332,0.08000000000000007,HL,2026-03-20
HL260320C00025000,2026-01-09 20:37:43+00:00,25.0,2.44,2.41,2.49,0.57000005,30.481285,1043.0,5541,0.8828136718749999,False,REGULAR,USD,1043.0,5.312559923298179,0.08000000000000007,HL,2026-03-20
HL260320C00026000,2026-01-09 20:38:06+00:00,26.0,2.17,2.13,2.22,0.69000006,46.621624,66.0,906,0.8891612646484374,False,REGULAR,USD,66.0,13.727272727272727,0.0900000000000003,HL,2026-03-20
HL260320C00028000,2026-01-09 19:50:17+00:00,28.0,1.67,1.67,1.73,0.44999993,36.88524,65.0,622,0.8969736865234373,False,REGULAR,USD,65.0,9.569230769230769,0.06000000000000005,HL,2026-03-20
HL260320C00030000,2026-01-09 20:15:21+00:00,30.0,1.35,1.32,1.4,0.32000005,31.067966,261.0,8519,0.913086806640625,False,REGULAR,USD,261.0,32.63984674329502,0.07999999999999985,HL,2026-03-20
HPE260320C00022000,2026-01-09 20:35:10+00:00,22.0,1.81,1.74,1.83,0.089999914,5.232553,210.0,7413,0.45898978515625005,True,REGULAR,USD,210.0,35.3,0.09000000000000008,HPE,2026-03-20
HPE260320C00023000,2026-01-09 20:40:13+00:00,23.0,1.31,1.27,1.32,0.00999999,0.76923007,91.0,1429,0.43848217773437503,False,REGULAR,USD,91.0,15.703296703296703,0.050000000000000044,HPE,2026-03-20
HPE260320C00025000,2026-01-09 19:43:02+00:00,25.0,0.69,0.61,0.64,0.04000002,6.1538496,228.0,2405,0.41748629394531245,False,REGULAR,USD,228.0,10.548245614035087,0.030000000000000027,HPE,2026-03-20
HPE260320C00026000,2026-01-09 19:43:53+00:00,26.0,0.46,0.41,0.44,0.01000002,2.2222269,81.0,2626,0.415044912109375,False,REGULAR,USD,81.0,32.41975308641975,0.030000000000000027,HPE,2026-03-20
HPE260320C00035000,2026-01-08 14:42:04+00:00,35.0,0.03,0.03,0.06,0.0,0.0,100.0,887,0.51562984375,False,REGULAR,USD,100.0,8.87,0.03,HPE,2026-03-20
INTC260320C00045000,2026-01-09 20:58:34+00:00,45.0,5.25,5.2,5.3,2.38,82.926834,5844.0,73265,0.6394079028320312,True,REGULAR,USD,5844.0,12.536789869952088,0.09999999999999964,INTC,2026-03-20
INTC260320C00048000,2026-01-09 20:56:15+00:00,48.0,4.1,4.0,4.1,1.9699998,92.48825,2991.0,19102,0.6457554956054687,False,REGULAR,USD,2991.0,6.3864928117686395,0.09999999999999964,INTC,2026-03-20
INTC260320C00055000,2026-01-09 20:53:16+00:00,55.0,2.27,2.23,2.3,1.14,100.88495,3371.0,38903,0.6752962158203126,False,REGULAR,USD,3371.0,11.540492435479086,0.06999999999999984,INTC,2026-03-20
JOBY260320C00015000,2026-01-09 20:16:17+00:00,15.0,2.48,2.42,2.5,0.03999996,1.6393427,66.0,853,0.8686536572265625,True,REGULAR,USD,66.0,12.924242424242424,0.08000000000000007,JOBY,2026-03-20
JOBY260320C00016000,2026-01-09 20:31:16+00:00,16.0,1.95,2.0,2.07,-0.099999905,-4.878044,94.0,1386,0.866212275390625,False,REGULAR,USD,94.0,14.74468085106383,0.06999999999999984,JOBY,2026-03-20
JOBY260320C00020000,2026-01-09 20:49:36+00:00,20.0,0.94,0.9,0.98,-0.030000031,-3.0927868,292.0,5406,0.8720715917968749,False,REGULAR,USD,292.0,18.513698630136986,0.07999999999999996,JOBY,2026-03-20
KEY260320C00023000,2026-01-09 20:58:04+00:00,23.0,0.3,0.26,0.31,-0.119999975,-28.571424,103.0,1388,0.25098405273437496,False,REGULAR,USD,103.0,13.475728155339805,0.04999999999999999,KEY,2026-03-20
LUV260320C00047500,2026-01-09 20:52:21+00:00,47.5,1.72,1.79,1.88,0.5,40.983604,242.0,5634,0.3979552392578125,False,REGULAR,USD,242.0,23.28099173553719,0.08999999999999986,LUV,2026-03-20
LVS260320C00042500,2025-11-07 19:52:37+00:00,42.5,23.5,0.0,0.0,0.0,0.0,300.0,2303,1.0000000000000003e-05,True,REGULAR,USD,300.0,7.676666666666667,0.0,LVS,2026-03-20
LYFT260320C00019000,2026-01-09 20:34:26+00:00,19.0,2.24,2.2,2.28,-0.00999999,-0.44444403,124.0,1561,0.65039412109375,True,REGULAR,USD,124.0,12.588709677419354,0.07999999999999963,LYFT,2026-03-20
LYFT260320C00020000,2026-01-09 20:57:00+00:00,20.0,1.81,1.79,1.85,-0.110000014,-5.7291675,692.0,4813,0.6513706738281251,False,REGULAR,USD,692.0,6.955202312138728,0.06000000000000005,LYFT,2026-03-20
MRVL260320C00105000,2026-01-09 20:48:41+00:00,105.0,2.36,2.29,2.38,-0.05000019,-2.0746968,77.0,3443,0.5910685424804689,False,REGULAR,USD,77.0,44.714285714285715,0.08999999999999986,MRVL,2026-03-20
MRVL260320C00110000,2026-01-09 20:42:32+00:00,110.0,1.76,1.75,1.8,-0.049999952,-2.7624285,132.0,5318,0.600712000732422,False,REGULAR,USD,132.0,40.28787878787879,0.050000000000000044,MRVL,2026-03-20
NEE260320C00110000,2026-01-05 15:37:03+00:00,110.0,0.02,0.0,0.1,0.0,0.0,125.0,1065,0.35742830078125,False,REGULAR,USD,125.0,8.52,0.1,NEE,2026-03-20
NGD260320C00011000,2026-01-09 19:26:42+00:00,11.0,0.83,0.8,0.9,0.19999999,31.746029,129.0,1104,0.7158231542968749,False,REGULAR,USD,129.0,8.55813953488372,0.09999999999999998,NGD,2026-03-20
